id,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
11334,-117.96,33.75,22,2300,539,1625,542,3.08,196600,<1H OCEAN
11335,-117.95,33.75,19,1983,283,1098,275,6.9355,276400,<1H OCEAN
11336,-117.95,33.75,24,2027,358,1405,341,5.4416,231700,<1H OCEAN
11337,-117.97,33.76,27,1712,325,1036,345,4.3508,184200,<1H OCEAN
11338,-117.97,33.75,26,3361,722,2709,648,4.2107,191000,<1H OCEAN
11339,-117.97,33.75,32,1564,270,973,290,4.05,190700,<1H OCEAN
11340,-117.93,33.76,24,3202,703,3308,714,4.4577,174400,<1H OCEAN
11341,-117.93,33.75,24,1380,339,1472,304,4.5219,163100,<1H OCEAN
11342,-117.93,33.75,15,2448,602,1666,575,3.8967,141900,<1H OCEAN
11343,-117.93,33.76,17,3341,803,3381,825,3.671,162100,<1H OCEAN
11344,-117.93,33.76,21,2884,662,2613,645,4.35,178200,<1H OCEAN
11345,-117.92,33.75,8,2325,598,1511,565,3.6629,137800,<1H OCEAN
11346,-117.92,33.75,19,1920,471,1413,432,4.3313,147800,<1H OCEAN
11347,-117.89,33.77,29,2577,445,1849,470,4.7732,195100,<1H OCEAN
11348,-117.9,33.77,35,2002,378,1726,387,4.2613,182600,<1H OCEAN
11349,-117.91,33.77,26,5556,1398,4545,1333,3.3902,190700,<1H OCEAN
11350,-117.91,33.76,22,7531,1569,5254,1523,4.1506,167700,<1H OCEAN
11351,-117.92,33.76,26,784,177,662,169,3.1438,174600,<1H OCEAN
11352,-117.91,33.76,20,4413,,4818,1063,3.1594,215400,<1H OCEAN
11353,-117.92,33.75,23,893,223,1149,216,2.9442,156600,<1H OCEAN
11354,-117.92,33.75,32,790,199,1196,201,3.3625,143100,<1H OCEAN
11355,-117.91,33.75,8,2346,679,3842,674,3.3635,160300,<1H OCEAN
11356,-117.93,33.74,15,1206,282,677,270,4.2219,142900,<1H OCEAN
11357,-117.93,33.74,30,1654,434,1843,467,3.4403,153300,<1H OCEAN
11358,-117.93,33.74,5,639,197,666,197,3.6017,87800,<1H OCEAN
11359,-117.92,33.74,13,4620,1265,3385,1109,3.4773,186800,<1H OCEAN
11360,-117.92,33.74,18,1639,491,2513,458,2.4838,160000,<1H OCEAN
11361,-117.91,33.74,15,715,214,1394,244,3.6846,162800,<1H OCEAN
11362,-117.92,33.74,24,5321,1063,4011,1047,4.6882,189600,<1H OCEAN
11363,-117.93,33.73,27,3662,834,3009,743,4.2816,179800,<1H OCEAN
11364,-117.94,33.74,24,4248,840,3118,798,4.5222,207500,<1H OCEAN
11365,-117.94,33.73,24,4197,718,2468,714,5.5563,211700,<1H OCEAN
11366,-117.95,33.74,16,2768,600,1182,563,4.0162,201500,<1H OCEAN
11367,-117.95,33.74,25,1393,243,976,245,5.7485,225500,<1H OCEAN
11368,-117.95,33.74,21,3576,554,1846,538,6.2838,272200,<1H OCEAN
11369,-117.98,33.7,17,1989,411,1401,453,4.4603,160800,<1H OCEAN
11370,-117.98,33.71,24,2308,464,1101,407,4.7766,230300,<1H OCEAN
11371,-117.99,33.71,19,1967,487,1251,404,3.9696,219100,<1H OCEAN
11372,-117.98,33.71,26,1905,373,1098,368,5.1611,229900,<1H OCEAN
11373,-117.96,33.68,26,1374,234,731,244,6.3905,225100,<1H OCEAN
11374,-117.97,33.68,23,1722,316,865,309,4.9452,274100,<1H OCEAN
11375,-117.96,33.68,25,2004,349,1085,343,5.0656,231000,<1H OCEAN
11376,-117.96,33.68,18,2594,539,817,485,2.6674,219500,<1H OCEAN
11377,-117.96,33.68,24,6517,1279,3441,1198,4.55,152400,<1H OCEAN
11378,-117.97,33.68,26,3653,568,1930,585,6.0301,261200,<1H OCEAN
11379,-117.95,33.69,26,1417,264,817,261,5.175,230700,<1H OCEAN
11380,-117.95,33.68,26,2249,344,1311,373,5.3287,265300,<1H OCEAN
11381,-117.95,33.68,27,1732,303,1115,308,5.8312,239500,<1H OCEAN
11382,-117.95,33.68,19,1028,191,340,159,3.9364,253100,<1H OCEAN
11383,-117.95,33.67,25,1611,383,554,327,3.3417,137600,<1H OCEAN
11384,-117.95,33.67,25,1799,233,810,265,8.589,372700,<1H OCEAN
11385,-117.95,33.66,26,1787,227,639,224,7.1226,330100,<1H OCEAN
11386,-117.95,33.66,22,2785,441,1086,392,7.6719,337700,<1H OCEAN
11387,-117.98,33.65,22,3335,754,1500,719,4.0315,198200,<1H OCEAN
11388,-117.98,33.65,18,1027,206,436,180,4.5159,211600,<1H OCEAN
11389,-117.98,33.65,22,3592,527,1598,523,6.8501,295200,<1H OCEAN
11390,-117.98,33.64,20,1851,495,792,363,4.1187,137800,NEAR OCEAN
11391,-117.97,33.74,16,1735,380,784,360,4.5566,139500,<1H OCEAN
11392,-117.97,33.74,18,2814,539,1439,493,3.899,262300,<1H OCEAN
11393,-117.97,33.73,27,2097,325,1217,331,6.0121,222800,<1H OCEAN
11394,-117.97,33.73,26,1694,260,885,279,5.3875,224500,<1H OCEAN
11395,-117.96,33.74,19,1783,415,1025,383,4.4484,230300,<1H OCEAN
11396,-117.96,33.73,22,3479,455,1454,488,6.9324,347900,<1H OCEAN
11397,-117.97,33.73,19,4154,560,2130,589,7.5845,302100,<1H OCEAN
11398,-117.97,33.72,24,2991,500,1437,453,5.7286,273700,<1H OCEAN
11399,-117.95,33.72,21,3107,483,1688,503,6.2582,288300,<1H OCEAN
11400,-117.96,33.72,23,3929,559,1858,538,7.1645,318500,<1H OCEAN
11401,-117.93,33.73,19,4021,557,1872,545,7.0919,295900,<1H OCEAN
11402,-117.93,33.72,17,4461,585,2095,580,7.9709,319800,<1H OCEAN
11403,-117.92,33.73,17,1692,293,934,280,4.7728,206100,<1H OCEAN
11404,-117.92,33.73,14,5147,1182,3171,1126,4.2929,226100,<1H OCEAN
11405,-117.92,33.72,17,3318,502,1520,498,5.8501,274500,<1H OCEAN
11406,-117.96,33.71,19,4328,849,2243,808,5.8702,342900,<1H OCEAN
11407,-117.95,33.71,16,6058,1715,3285,1495,3.7133,291200,<1H OCEAN
11408,-117.96,33.71,19,1624,221,782,228,4.8962,304800,<1H OCEAN
11409,-117.95,33.71,20,2781,407,1242,408,6.4092,306800,<1H OCEAN
11410,-117.94,33.71,18,3695,602,1779,572,6.2449,276800,<1H OCEAN
11411,-117.93,33.71,10,2775,717,1581,633,4.4366,159100,<1H OCEAN
11412,-117.94,33.7,18,4827,718,2471,716,6.4181,284800,<1H OCEAN
11413,-117.95,33.69,24,4269,618,1954,597,7.2261,284900,<1H OCEAN
11414,-117.95,33.7,17,5781,924,2585,915,5.643,232200,<1H OCEAN
11415,-117.98,33.69,22,3957,520,1774,527,7.3907,350500,<1H OCEAN
11416,-117.97,33.69,21,4112,580,1886,581,7.099,292300,<1H OCEAN
11417,-117.98,33.7,16,5127,631,2142,596,8.1195,390800,<1H OCEAN
11418,-117.96,33.7,23,4417,740,1865,693,5.6428,279600,<1H OCEAN
11419,-117.96,33.7,23,2622,445,1103,407,5.025,289900,<1H OCEAN
11420,-117.96,33.69,20,3123,441,1319,432,6.391,290700,<1H OCEAN
11421,-117.96,33.69,17,2500,343,1242,368,8.0313,317000,<1H OCEAN
11422,-117.98,33.7,24,3451,504,1736,493,6.6749,278300,<1H OCEAN
11423,-117.98,33.71,24,3430,548,1601,512,5.9825,264900,<1H OCEAN
11424,-117.97,33.71,26,2553,405,1337,411,5.6737,253200,<1H OCEAN
11425,-117.97,33.71,25,3273,478,1645,497,6.1195,286400,<1H OCEAN
11426,-117.99,33.7,25,2017,357,1063,369,4.3345,229700,<1H OCEAN
11427,-117.98,33.7,17,1997,340,952,341,4.7148,239500,<1H OCEAN
11428,-117.99,33.69,17,3386,729,1715,666,4.0479,213300,<1H OCEAN
11429,-117.98,33.69,16,2437,438,986,422,6.0117,247500,<1H OCEAN
11430,-117.97,33.67,25,3906,660,1809,622,5.9765,265400,<1H OCEAN
11431,-117.97,33.66,22,3914,600,1871,607,6.1541,281800,<1H OCEAN
11432,-117.96,33.67,16,5143,652,2209,637,7.3173,382400,<1H OCEAN
11433,-117.96,33.66,19,5925,744,2302,729,7.8699,333600,<1H OCEAN
11434,-117.96,33.65,23,5379,684,1826,555,7.3151,350900,<1H OCEAN
11435,-117.97,33.65,26,2379,336,988,346,5.6674,339600,<1H OCEAN
11436,-117.97,33.63,25,2482,360,960,352,6.4572,344300,NEAR OCEAN
11437,-117.96,33.65,24,4462,689,1943,712,6.0395,290100,<1H OCEAN
11438,-117.96,33.65,21,2030,318,910,311,8.1453,343600,<1H OCEAN
11439,-117.96,33.65,18,3603,879,1549,756,4.3229,363400,<1H OCEAN
11440,-117.98,33.61,17,2054,291,836,288,7.1939,384200,NEAR OCEAN
11441,-117.97,33.73,18,3698,574,2046,614,6.5984,270100,<1H OCEAN
11442,-117.98,33.73,18,3833,,2192,996,3.7679,220000,<1H OCEAN
11443,-117.98,33.72,24,2826,547,1738,546,6.3494,240700,<1H OCEAN
11444,-117.98,33.72,28,3109,561,1891,562,5.5655,243400,<1H OCEAN
11445,-117.98,33.67,7,5664,1174,2493,1101,6.1252,265000,<1H OCEAN
11446,-117.98,33.66,26,3527,547,1615,542,6.4624,279700,<1H OCEAN
11447,-117.97,33.67,17,4466,640,2166,666,7.279,331000,<1H OCEAN
11448,-117.97,33.66,14,6090,1338,1974,1248,3.1061,180600,<1H OCEAN
11449,-117.98,33.68,14,3396,477,1542,472,7.6982,369400,<1H OCEAN
11450,-117.98,33.68,24,4177,,1704,606,6.5473,282200,<1H OCEAN
11451,-117.98,33.68,17,2603,373,1265,382,7.1039,333200,<1H OCEAN
11452,-117.97,33.68,16,4508,598,2221,623,7.6731,391100,<1H OCEAN
11453,-117.97,33.68,26,1616,292,700,241,5.8105,232400,<1H OCEAN
11454,-118.01,33.67,13,2902,536,1125,490,6.188,448000,NEAR OCEAN
11455,-118.01,33.67,16,3581,780,1644,774,5.341,397900,NEAR OCEAN
11456,-118.01,33.66,19,4559,1045,1949,910,4.655,429500,NEAR OCEAN
11457,-118,33.66,25,4041,903,1689,784,4.5289,443000,NEAR OCEAN
11458,-118.02,33.65,38,2548,646,755,399,3.1352,408600,NEAR OCEAN
11459,-117.99,33.68,13,4000,883,1999,881,5.0245,273900,<1H OCEAN
11460,-117.99,33.68,18,2024,462,1047,451,3.8848,187200,<1H OCEAN
11461,-117.99,33.67,15,3141,664,1729,633,4.5165,234900,<1H OCEAN
11462,-117.99,33.68,14,3305,841,2272,769,3.7899,217000,<1H OCEAN
11463,-117.99,33.67,19,3808,790,1776,756,4.925,282500,<1H OCEAN
11464,-117.99,33.67,12,2228,479,1122,488,4.3385,350300,<1H OCEAN
11465,-117.99,33.67,17,1692,427,903,423,3.8859,262800,<1H OCEAN
11466,-118,33.66,16,2809,708,1260,638,3.5353,253200,NEAR OCEAN
11467,-117.99,33.66,29,1330,293,613,236,4.9591,353400,<1H OCEAN
11468,-117.99,33.66,14,3155,653,951,575,3.3625,269100,<1H OCEAN
11469,-118.02,33.62,11,3969,834,1508,754,4.6409,271700,NEAR OCEAN
11470,-118.05,33.65,5,7017,935,2427,867,10.4154,478000,NEAR OCEAN
11471,-118,33.68,12,5241,985,2048,943,6.7858,285700,<1H OCEAN
11472,-118,33.67,34,3712,667,1521,632,5.1125,388100,<1H OCEAN
11473,-118,33.71,19,4808,1029,2422,971,4.3121,280000,<1H OCEAN
11474,-117.99,33.71,18,1994,578,3031,577,3.0614,237800,<1H OCEAN
11475,-117.99,33.71,17,1600,458,1803,432,3.0865,217000,<1H OCEAN
11476,-118.02,33.71,23,5554,995,2408,936,5.6886,332200,<1H OCEAN
11477,-118.02,33.7,23,5069,770,2473,769,6.6047,286000,<1H OCEAN
11478,-118.02,33.72,22,8844,1706,4404,1594,4.7453,268100,<1H OCEAN
11479,-118.01,33.73,23,4095,578,1766,589,7.0418,302800,<1H OCEAN
11480,-118.02,33.73,24,6393,1141,2743,1057,5.4384,337200,<1H OCEAN
11481,-118.03,33.72,24,5203,957,2465,946,5.463,261300,<1H OCEAN
11482,-118.04,33.72,24,7141,1330,3418,1268,4.9649,238100,<1H OCEAN
11483,-117.99,33.73,24,2104,421,1181,414,4.1365,251200,<1H OCEAN
11484,-118,33.73,26,2236,280,809,282,7.0395,343100,<1H OCEAN
11485,-117.99,33.73,20,3182,884,1770,817,3.4912,221100,<1H OCEAN
11486,-117.99,33.72,26,1787,275,801,270,5.8514,256000,<1H OCEAN
11487,-117.99,33.72,17,2801,649,1473,535,4.5875,135100,<1H OCEAN
11488,-117.99,33.72,14,2127,537,1338,475,3.928,188800,<1H OCEAN
11489,-118.01,33.71,18,6565,1357,3079,1248,5.0515,295900,<1H OCEAN
11490,-118.01,33.7,24,3856,567,1741,588,7.548,303000,<1H OCEAN
11491,-118.01,33.69,3,945,115,337,123,11.8199,500301,<1H OCEAN
11492,-117.99,33.7,13,4013,903,1999,859,4.925,249100,<1H OCEAN
11493,-117.99,33.69,16,1476,294,886,270,5.6259,216700,<1H OCEAN
11494,-117.99,33.69,12,2480,858,1441,788,1.9705,350300,<1H OCEAN
11495,-118.02,33.71,24,2598,443,1184,435,6.1623,288100,<1H OCEAN
11496,-118.03,33.7,15,3244,421,1259,413,8.0854,395600,<1H OCEAN
11497,-118.03,33.71,26,1483,251,738,235,6.3,271700,<1H OCEAN
11498,-118.07,33.67,13,5126,711,2429,718,9.8268,438200,NEAR OCEAN
11499,-118.04,33.72,14,4494,1048,2222,963,5.0821,169700,<1H OCEAN
11500,-118.05,33.72,14,2673,687,1192,656,4.4862,189200,<1H OCEAN
11501,-118.04,33.72,15,1836,490,942,477,4.3238,182800,<1H OCEAN
11502,-118.09,33.7,13,4770,969,2261,972,6.183,295400,NEAR OCEAN
11503,-118.04,33.71,12,4014,868,1605,769,6.3102,397200,<1H OCEAN
11504,-118.09,33.75,32,6239,974,2615,950,6.9188,380300,NEAR OCEAN
11505,-118.1,33.74,37,997,262,531,282,5.0773,400300,NEAR OCEAN
11506,-118.11,33.75,15,2569,812,785,477,5.7011,346700,NEAR OCEAN
11507,-118.11,33.74,43,1222,303,565,309,5.1482,500301,NEAR OCEAN
11508,-118.09,33.74,44,1671,390,871,367,4.9369,422500,NEAR OCEAN
11509,-118.11,33.75,24,1608,314,592,314,5.3926,390800,NEAR OCEAN
11510,-118.1,33.74,33,2119,524,872,465,4.837,495800,NEAR OCEAN
11511,-118.1,33.74,31,1310,342,563,310,4.9528,457400,NEAR OCEAN
11512,-118.11,33.73,32,1258,333,645,334,5.3476,500301,NEAR OCEAN
11513,-118.1,33.74,32,2035,,934,512,4.5287,500301,NEAR OCEAN
11514,-118.07,33.72,24,1240,296,513,254,5.2044,485300,NEAR OCEAN
11515,-118.07,33.72,32,1179,250,369,209,5.4824,500301,NEAR OCEAN
11516,-118.09,33.71,19,1397,271,491,197,9.0397,500301,NEAR OCEAN
11517,-118.06,33.72,17,4573,937,1619,796,6.0704,500301,NEAR OCEAN
11518,-118.05,33.71,25,4150,570,1424,547,9.1281,461900,NEAR OCEAN
11519,-118.06,33.72,22,4311,531,1426,533,10.1177,500301,NEAR OCEAN
11520,-118.07,33.73,13,1822,313,643,303,10.1346,402000,NEAR OCEAN
11521,-118.06,33.72,14,2665,331,964,319,15.3001,500301,NEAR OCEAN
11522,-118.06,33.73,16,4392,602,1490,578,10.8424,500301,<1H OCEAN
11523,-118.08,33.72,14,2021,396,696,367,7.4673,341000,NEAR OCEAN
11524,-118.05,33.73,25,2472,450,1301,467,5.3699,266400,<1H OCEAN
11525,-118.05,33.72,17,1875,472,900,406,5.5589,226400,<1H OCEAN
11526,-118.05,33.72,22,5416,1271,2260,1184,4.1038,174800,<1H OCEAN
11527,-118.09,33.77,26,1388,409,515,392,2.1015,62300,<1H OCEAN
11528,-118.08,33.77,26,2461,562,971,544,2.4944,87800,<1H OCEAN
11529,-118.08,33.77,26,2013,551,664,510,2.5708,67800,<1H OCEAN
11530,-118.08,33.77,26,3083,806,960,723,2.2074,68800,<1H OCEAN
11531,-118.08,33.76,25,1995,637,743,597,1.7617,47200,<1H OCEAN
11532,-118.09,33.76,26,1625,440,533,414,2.108,58800,<1H OCEAN
11533,-118.09,33.77,26,5359,1508,1829,1393,2.0675,61600,<1H OCEAN
11534,-118.08,33.76,26,1967,577,692,538,1.9111,54600,<1H OCEAN
11535,-118.08,33.76,26,996,364,366,313,1.5813,47000,<1H OCEAN
11536,-118.08,33.76,27,529,159,193,155,2.3952,71600,<1H OCEAN
11537,-118.09,33.77,27,2301,640,847,627,2.0208,67800,<1H OCEAN
11538,-118,33.76,26,1876,455,1499,436,3.225,176300,<1H OCEAN
11539,-118.01,33.75,30,3380,722,2269,652,4.825,186300,<1H OCEAN
11540,-118,33.75,26,1382,387,1977,368,3.0589,137800,<1H OCEAN
11541,-118,33.74,25,2767,346,1148,372,6.694,317000,<1H OCEAN
11542,-118.02,33.76,27,2905,587,1781,561,4.55,215100,<1H OCEAN
11543,-118.02,33.75,26,2989,479,1596,475,6.0157,231500,<1H OCEAN
11544,-118.03,33.76,25,4650,849,2503,790,6.042,222200,<1H OCEAN
11545,-118.04,33.76,16,2070,263,878,297,7.3879,339100,<1H OCEAN
11546,-118.04,33.75,16,3757,650,1291,614,5.5001,235900,<1H OCEAN
11547,-118.04,33.74,26,2532,421,1274,441,5.6559,236100,<1H OCEAN
11548,-118.02,33.74,26,3842,609,1961,595,6.428,248500,<1H OCEAN
11549,-118.02,33.73,26,3711,610,1902,597,5.8599,234400,<1H OCEAN
11550,-118.01,33.74,25,8110,1264,3613,1232,6.3609,265200,<1H OCEAN
11551,-117.98,33.75,24,3865,802,2670,772,4.1158,180300,<1H OCEAN
11552,-117.98,33.75,37,1264,274,783,273,3.6438,199900,<1H OCEAN
11553,-117.99,33.75,30,1859,462,1314,418,3.3909,184700,<1H OCEAN
11554,-117.98,33.74,29,3443,635,2257,620,5.0404,207800,<1H OCEAN
11555,-117.99,33.74,26,4065,741,1960,739,4.806,240300,<1H OCEAN
11556,-117.98,33.74,16,4636,908,2341,825,4.7261,305000,<1H OCEAN
11557,-117.99,33.73,17,5239,1045,2440,985,4.675,248400,<1H OCEAN
11558,-117.98,33.73,22,4232,624,2408,660,6.9539,285200,<1H OCEAN
11559,-117.99,33.77,29,1312,267,922,255,3.4902,202700,<1H OCEAN
11560,-117.98,33.76,28,3215,652,2066,636,4.3194,197700,<1H OCEAN
11561,-117.99,33.76,30,1572,362,1351,359,3.669,191200,<1H OCEAN
11562,-117.99,33.76,17,2545,737,1468,699,2.2439,178000,<1H OCEAN
11563,-117.99,33.75,22,3024,754,2357,743,3.6125,192100,<1H OCEAN
11564,-117.98,33.76,23,1553,518,1988,474,2.4375,150300,<1H OCEAN
11565,-117.98,33.76,24,1880,405,967,418,4.7545,192800,<1H OCEAN
11566,-117.98,33.75,27,2343,415,1537,426,5.4345,210900,<1H OCEAN
11567,-118.02,33.77,34,2115,352,1253,338,5.4507,207800,<1H OCEAN
11568,-118.02,33.77,33,2683,436,1520,456,5.3091,211800,<1H OCEAN
11569,-118.02,33.76,25,1759,404,1404,385,3.9289,196100,<1H OCEAN
11570,-118.01,33.77,33,1387,238,890,264,5.722,204400,<1H OCEAN
11571,-118.01,33.77,32,1771,296,995,272,6.1362,217800,<1H OCEAN
11572,-118.01,33.76,35,2072,349,1249,317,4.2855,192200,<1H OCEAN
11573,-118.01,33.76,26,2141,597,2038,585,2.5981,178000,<1H OCEAN
11574,-118,33.77,24,1324,267,687,264,3.7327,193100,<1H OCEAN
11575,-118,33.76,29,1982,503,1426,502,3.3263,194500,<1H OCEAN
11576,-118,33.77,28,2401,503,1155,456,3.8139,212000,<1H OCEAN
11577,-118,33.76,14,1120,319,982,307,3.2083,179500,<1H OCEAN
11578,-118,33.76,12,1250,331,1047,334,3.3625,209100,<1H OCEAN
11579,-118.03,33.77,21,3803,898,1511,829,3.3,221500,<1H OCEAN
11580,-118.02,33.77,7,586,118,232,107,5.5077,181600,<1H OCEAN
11581,-118.03,33.77,27,2000,310,880,294,5.935,219200,<1H OCEAN
11582,-118.03,33.77,24,3810,579,1818,590,6.1053,256200,<1H OCEAN
11583,-118.03,33.76,32,2980,494,1370,481,5.3866,223800,<1H OCEAN
11584,-118.04,33.76,25,4061,545,1623,527,7.4572,295200,<1H OCEAN
11585,-118.03,33.79,26,5321,889,2932,896,6.1914,237900,<1H OCEAN
11586,-118.03,33.79,32,3191,634,1718,611,4.4548,216900,<1H OCEAN
11587,-118.01,33.79,30,2460,403,1277,395,5.7372,223500,<1H OCEAN
11588,-118.02,33.78,28,3375,559,1754,554,5.8446,229200,<1H OCEAN
11589,-118.01,33.78,19,2648,478,1160,452,6.2357,207700,<1H OCEAN
11590,-118.03,33.78,26,2001,302,836,298,5.4061,257800,<1H OCEAN
11591,-118.01,33.78,26,2343,377,1166,373,6.3,233400,<1H OCEAN
11592,-118.03,33.78,25,3554,528,1600,537,6.9453,270400,<1H OCEAN
11593,-118.04,33.78,26,3642,557,1623,569,6.1426,259700,<1H OCEAN
11594,-118.04,33.78,25,3715,575,1640,572,6.0705,247400,<1H OCEAN
11595,-118.08,33.8,29,3675,613,1457,591,6.3553,369700,<1H OCEAN
11596,-118.07,33.8,34,3486,507,1311,503,7.4221,384800,<1H OCEAN
11597,-118.08,33.79,34,2840,395,1127,396,7.9144,376500,<1H OCEAN
11598,-118.09,33.78,26,2146,298,852,296,6.9137,343000,<1H OCEAN
11599,-118.07,33.79,34,2473,383,967,353,6.1283,362700,<1H OCEAN
11600,-118.09,33.79,31,4231,617,1694,623,6.9312,360400,<1H OCEAN
11601,-118.08,33.78,34,2287,347,1051,346,5.8767,372300,<1H OCEAN
11602,-118.08,33.78,30,2879,403,1109,414,7.2324,365000,<1H OCEAN
11603,-118.08,33.78,25,5321,967,1969,903,5.3102,340400,<1H OCEAN
11604,-118.02,33.79,23,6368,1030,3281,1001,6.4142,240700,<1H OCEAN
11605,-118.01,33.79,23,2663,430,1499,403,6.0837,258300,<1H OCEAN
11606,-118.02,33.8,24,84,14,32,8,6.175,194100,<1H OCEAN
11607,-118.02,33.8,16,2956,393,1379,429,8.7952,359900,<1H OCEAN
11608,-118.01,33.8,16,4021,701,1488,650,5.62,219800,<1H OCEAN
11609,-118.05,33.78,18,3414,434,1272,454,9.0015,391200,<1H OCEAN
11610,-118.05,33.78,25,3112,435,1098,401,6.3,353800,<1H OCEAN
11611,-118.05,33.78,25,2356,330,937,326,6.9264,359400,<1H OCEAN
11612,-118.06,33.78,22,4048,562,1637,541,7.6463,355900,<1H OCEAN
11613,-118.04,33.8,33,2685,466,1359,476,5.3261,245400,<1H OCEAN
11614,-118.06,33.8,21,2196,504,1215,477,5.1,197200,<1H OCEAN
11615,-118.07,33.79,26,4422,624,1936,625,6.7288,321000,<1H OCEAN
11616,-118.06,33.8,22,1892,442,1015,404,4.4379,212800,<1H OCEAN
11617,-118.06,33.8,20,1379,333,937,304,3.9217,195600,<1H OCEAN
11618,-118.07,33.8,17,2439,554,1161,532,3.9442,193400,<1H OCEAN
11619,-118.05,33.79,19,1863,355,1260,317,3.5465,277700,<1H OCEAN
11620,-118.04,33.84,21,6623,1204,3193,1129,4.8395,256300,<1H OCEAN
11621,-118.05,33.84,21,4890,653,2295,654,7.283,330000,<1H OCEAN
11622,-118.04,33.83,19,4526,830,2318,748,4.9681,321000,<1H OCEAN
11623,-118.04,33.82,26,4105,637,2072,648,6.144,274200,<1H OCEAN
11624,-118.04,33.83,20,1488,312,972,283,4.355,202200,<1H OCEAN
11625,-118.05,33.82,25,1548,279,732,265,5.423,159900,<1H OCEAN
11626,-118.06,33.82,25,2637,462,965,415,4.8833,191200,<1H OCEAN
11627,-118.06,33.81,25,3497,513,1839,544,5.7216,263300,<1H OCEAN
11628,-118.07,33.81,22,2711,352,1305,368,8.8407,399100,<1H OCEAN
11629,-118.07,33.8,22,1391,338,810,295,4.1792,218500,<1H OCEAN
11630,-118.08,33.81,21,1189,281,577,264,3.6155,237800,<1H OCEAN
11631,-118.03,33.82,17,1851,346,770,310,5.9093,244700,<1H OCEAN
11632,-118.03,33.82,17,2178,477,1077,457,3.9815,245600,<1H OCEAN
11633,-118.03,33.82,20,2662,464,1275,472,6.3162,318800,<1H OCEAN
11634,-118.02,33.82,19,2485,437,1286,431,5.0466,258600,<1H OCEAN
11635,-118.02,33.83,16,1139,328,665,290,3.5933,260300,<1H OCEAN
11636,-118.03,33.83,34,3203,653,2072,691,4.525,198700,<1H OCEAN
11637,-118.03,33.83,25,3030,532,1668,509,4.925,229900,<1H OCEAN
11638,-118.03,33.83,25,768,195,529,184,3.475,133100,<1H OCEAN
11639,-118.06,33.83,22,5290,1054,2812,1021,4.83,226700,<1H OCEAN
11640,-118.05,33.83,24,4316,678,2286,665,6.0018,287000,<1H OCEAN
11641,-118.06,33.83,21,3941,655,1897,670,5.18,344200,<1H OCEAN
11642,-118.05,33.82,21,2997,372,1323,372,8.9123,387000,<1H OCEAN
11643,-118.06,33.83,17,1973,516,1112,501,4.1512,164100,<1H OCEAN
11644,-118.06,33.82,24,3983,675,1568,638,4.9458,213700,<1H OCEAN
11645,-118.04,33.81,22,4057,624,2204,643,6.1527,241300,<1H OCEAN
11646,-118.04,33.81,27,2990,515,1849,497,5.9846,216400,<1H OCEAN
11647,-118.05,33.81,26,2523,437,1377,450,5.5542,234900,<1H OCEAN
11648,-118.03,33.81,26,3635,567,1779,543,6.0089,237700,<1H OCEAN
11649,-118.03,33.86,19,1795,328,1014,322,4.835,289600,<1H OCEAN
11650,-118.04,33.85,24,2233,347,1162,355,5.9094,279500,<1H OCEAN
11651,-118.04,33.85,23,3132,469,1646,478,6.077,316200,<1H OCEAN
11652,-118.05,33.85,25,2856,388,1212,362,6.4737,313400,<1H OCEAN
11653,-118.04,33.85,18,3628,546,1922,544,7.8057,328800,<1H OCEAN
11654,-118.03,33.85,16,1831,390,1347,389,4.1426,344700,<1H OCEAN
11655,-118.01,33.83,29,3963,772,2104,743,5.2803,208900,<1H OCEAN
11656,-118.01,33.84,29,3740,691,1724,638,4.2628,215900,<1H OCEAN
11657,-118.03,33.84,28,3857,857,2328,830,4.3156,196300,<1H OCEAN
11658,-118.02,33.83,26,3616,892,2257,821,3.4497,217900,<1H OCEAN
11659,-118.02,33.82,21,2052,456,1173,432,4.0885,204800,<1H OCEAN
11660,-118.01,33.82,10,3897,893,1992,693,4.4591,192600,<1H OCEAN
11661,-118.01,33.81,18,5238,1083,3032,1065,4.7583,190400,<1H OCEAN
11662,-118.02,33.81,34,3482,614,2227,641,5.4155,201200,<1H OCEAN
11663,-118.02,33.86,26,2342,383,1290,394,5.9677,221000,<1H OCEAN
11664,-118.02,33.85,31,1922,329,1030,353,5.6416,213300,<1H OCEAN
11665,-118.03,33.85,30,2320,448,1434,452,4.3865,204000,<1H OCEAN
11666,-118.03,33.85,23,5495,1141,2873,1004,4.2156,224400,<1H OCEAN
11667,-118.01,33.85,29,2064,447,1265,400,4.1864,209600,<1H OCEAN
11668,-118.01,33.85,29,3061,612,2396,640,4.9326,195500,<1H OCEAN
11669,-118,33.85,34,1078,205,575,206,4.8083,188300,<1H OCEAN
11670,-118.01,33.86,29,2307,452,1218,402,3.7306,194500,<1H OCEAN
11671,-118.01,33.84,28,4097,838,2112,803,4.8,202400,<1H OCEAN
11672,-118.01,33.84,35,4166,713,2354,709,5.4775,213700,<1H OCEAN
11673,-118.02,33.84,35,3473,563,2091,580,4.7821,214400,<1H OCEAN
11674,-118.03,33.84,30,4781,831,2568,797,5.7746,226700,<1H OCEAN
11675,-117.99,33.86,36,1138,228,725,219,3.7167,187500,<1H OCEAN
